Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0.3440.0.1503.0.3440.0
1.3490.0.2001,5.0.3490.0
2.3550.0.2071.0.3550.0
3.3490.0.1337.0.3490.0
4.3680.0.1065.0.3680.0
5.3680.0.1462,5.0.3680.0
6.3680.0.1011,5.0.3680.0
7.3680.0.373.0.3680.0
8.3680.0.1245.0.3680.0
9.3710.0.1998,5.0.3710.0
10.3680.0.1554,5.0.3680.0
11.3480.0.873,5.0.3480.0
12.3650.0.418.0.3650.0
13.3680.0.1183,5.0.3680.0
14.3680.0.750,5.0.3680.0
15.3680.0.1110.0.3680.0
16.3680.0.1349.0.3680.0
17.3680.0.1455,5.0.3680.0
18.3680.0.-254,5.0.3680.0
19.3680.0.727.0.3680.0
20.3680.0.1285.0.3680.0
21.3680.0.1321,5.0.3680.0
22.3680.0.1502.0.3680.0
23.3680.0.1888.0.3680.0
24.3680.0.1397,5.0.3680.0
25.3740.0.1404,5.0.3740.0
26.3020.0.1277.0.3020.0
27.3020.0.1130.0.3020.0
28.3020.0.712,5.0.3020.0
29.3020.0.1398.0.3020.0
30.3020.0.915.0.3020.0
31.3020.0.943,5.0.3020.0
32.3020.0.532.0.3020.0
33.3020.0.916.0.3020.0
34.3020.0.540,5.0.3020.0
35.3020.0.883.0.3020.0
36.3020.0.1078.0.3020.0
37.3020.0.1184.0.3020.0
38.3020.0.992.0.3020.0
39.3770.0.1489.0.3770.0
40.3020.0.1498,5.0.3020.0
41.3020.0.581.0.3020.0
42.3410.0.1052.0.3410.0
43.3400.0.941,5.0.3400.0
44.3400.0.985,5.0.3400.0
45.3410.0.694,5.0.3410.0
46.3490.0.1440,5.0.3490.0
47.3490.0.1295,5.0.3490.0
48.3630.0.1323.0.3630.0
49.3630.0.1197,5.0.3630.0
50.3630.0.492.0.3630.0
51.3630.0.727.0.3630.0
52.3630.0.1009,5.0.3630.0
53.3630.0.1715.0.3630.0
54.3630.0.877,5.0.3630.0
55.3630.0.1695.0.3630.0
56.3650.0.1744.0.3650.0
57.3650.0.705,5.0.3650.0
58.3680.0.1164.0.3680.0
59.3680.0.1666,5.0.3680.0
60.3680.0.1512.0.3680.0
61.3700.0.798.0.3700.0
62.3700.0.1396,5.0.3700.0
63.3700.0.962,5.0.3700.0
64.3700.0.1761.0.3700.0
65.3700.0.1793,5.0.3700.0
66.3700.0.1073,5.0.3700.0
67.2980.0.799,5.0.2980.0
68.3700.0.1225.0.3700.0
69.3700.0.1360.0.3700.0
70.3700.0.1146,5.0.3700.0
71.3700.0.909,5.0.3700.0
72.3700.0.790.0.3700.0
73.3700.0.1117.0.3700.0
74.3700.0.703,5.0.3700.0
75.3700.0.1355,5.0.3700.0
76.3680.0.1426,5.0.3680.0
77.3700.0.1123.0.3700.0
78.3700.0.1026,5.0.3700.0
79.3700.0.809.0.3700.0
80.3700.0.1649,5.0.3700.0
81.3700.0.992.0.3700.0
82.3700.0.1867,5.0.3700.0
83.3700.0.1722,5.0.3700.0
84.3700.0.1450.0.3700.0
85.2990.0.234,5.0.2990.0
86.3700.0.1240.0.3700.0
87.3700.0.924.0.3700.0
88.3700.0.1361,5.0.3700.0
89.3700.0.879,5.0.3700.0
90.3700.0.937,5.0.3700.0
91.3700.0.987.0.3700.0
92.3700.0.1026.0.3700.0
93.3700.0.1453,5.0.3700.0
94.3700.0.941,5.0.3700.0
95.3700.0.755.0.3700.0
96.3700.0.408.0.3700.0
97.3700.0.622.0.3700.0
98.3700.0.1247.0.3700.0
99.3630.0.1285,5.0.3630.0
100.3630.0.1285,5.0.3630.0

