Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0;-196810;0;-198143;0;-196810;0
1;340;0;-189734;0;340;0
2;-195230;0;-197702;0;-195230;0
3;-194830;0;-200712;0;-194830;0
4;-196650;0;-198001.5;0;-196650;0
5;-190440;0;-198002.5;0;-190440;0
6;-182300;0;-201075.5;0;-182300;0
7;-198480;0;-199669.5;0;-198480;0
8;-197350;0;-199788.5;0;-197350;0
9;1590;0;-168432;0;1590;0
10;-195410;0;-198819;0;-195410;0
11;830;0;-188664.5;0;830;0
12;4070;0;-159643.5;0;4070;0
13;-190;0;-187106.5;0;-190;0
14;3000;0;-32345.5;0;3000;0
15;-198260;0;-204972;0;-198260;0
16;1810;0;-140150;0;1810;0
17;-194420;0;-197924;0;-194420;0
18;-187180;0;-203558;0;-187180;0
19;-197200;0;-207600.5;0;-197200;0
20;-195850;0;-201825.5;0;-195850;0
21;-199340;0;-201520.5;0;-199340;0
22;-185110;0;-190385.5;0;-185110;0
23;-193390;0;-196961.5;0;-193390;0
24;-194750;0;-199052.5;0;-194750;0
25;-1750;0;-188532;0;-1750;0
26;3670;0;-120598;0;3670;0
27;-197740;0;-201059.5;0;-197740;0
28;3130;0;-121860.5;0;3130;0
29;5650;0;-154900;0;5650;0
30;-196700;0;-199647;0;-196700;0
31;870;0;-150393;0;870;0
32;-198250;0;-201585;0;-198250;0
33;-195950;0;-204585;0;-195950;0
34;350;0;-159587.5;0;350;0
35;3790;0;-192235;0;3790;0
36;-190860;0;-198582;0;-190860;0
37;4300;0;-90255;0;4300;0
38;2640;0;-157656;0;2640;0
39;4360;0;-85013;0;4360;0
40;1240;0;-139784.5;0;1240;0
41;4050;0;-155136.5;0;4050;0
42;-197810;0;-215551.5;0;-197810;0
43;1140;0;-139701.5;0;1140;0
44;3330;0;-149965.5;0;3330;0
45;640;0;-193510.5;0;640;0
46;-197360;0;-199953.5;0;-197360;0
47;-196270;0;-200576.5;0;-196270;0
48;3070;0;-156813.5;0;3070;0
49;4520;0;-139217;0;4520;0
50;-191250;0;-200332.5;0;-191250;0
51;-3370;0;-186838.5;0;-3370;0
52;-197040;0;-201926.5;0;-197040;0
53;1690;0;-173659.5;0;1690;0
54;-193060;0;-203630;0;-193060;0
55;-1410;0;-190716;0;-1410;0
56;2460;0;-101025;0;2460;0
57;-191030;0;-202377;0;-191030;0
58;-196870;0;-201711;0;-196870;0
59;-187730;0;-192286.5;0;-187730;0
60;-192760;0;-197351.5;0;-192760;0
61;-195190;0;-199309.5;0;-195190;0
62;-196840;0;-199065;0;-196840;0
63;2110;0;-167832;0;2110;0
64;4140;0;1233.5;0;4140;0
65;-197360;0;-200009;0;-197360;0
66;-2090;0;-191600;0;-2090;0
67;-196070;0;-198220.5;0;-196070;0
68;1590;0;-180484.5;0;1590;0
69;-197580;0;-198713.5;0;-197580;0
70;1580;0;-179242;0;1580;0
71;2420;0;-188007.5;0;2420;0
72;-197780;0;-199991;0;-197780;0
73;340;0;-167530.5;0;340;0
74;2310;0;-99796;0;2310;0
75;1430;0;-128228.5;0;1430;0
76;2610;0;-168747.5;0;2610;0
77;-196420;0;-198872;0;-196420;0
78;-193670;0;-199533.5;0;-193670;0
79;-197040;0;-200310.5;0;-197040;0
80;-250;0;-180093.5;0;-250;0
81;-195750;0;-198648.5;0;-195750;0
82;3490;0;-60402;0;3490;0
83;4420;0;-175230.5;0;4420;0
84;-195790;0;-197457.5;0;-195790;0
85;-200700;0;-208726.5;0;-200700;0
86;1250;0;-191548.5;0;1250;0
87;-70;0;-189395;0;-70;0
88;4690;0;-8238;0;4690;0
89;-1940;0;-191195.5;0;-1940;0
90;-195630;0;-197471.5;0;-195630;0
91;-182980;0;-196682;0;-182980;0
92;-197580;0;-198445.5;0;-197580;0
93;-196410;0;-198098.5;0;-196410;0
94;-197320;0;-199642;0;-197320;0
95;610;0;-170695;0;610;0
96;4520;0;-148431.5;0;4520;0
97;-198330;0;-210653.5;0;-198330;0
98;-198020;0;-205847.5;0;-198020;0
99;-193270;0;-199618;0;-193270;0
100;-196560;0;-199053.5;0;-196560;0
101;2160;0;-179624.5;0;2160;0
102;-193660;0;-201399;0;-193660;0
103;-196950;0;-199304;0;-196950;0
104;-195410;0;-200653.5;0;-195410;0
105;2670;0;-127673;0;2670;0
106;1710;0;-188182.5;0;1710;0
107;-193690;0;-200711;0;-193690;0
108;-194270;0;-199278.5;0;-194270;0
109;-191670;0;-197591.5;0;-191670;0
110;-193430;0;-197180;0;-193430;0
111;-192070;0;-193256.5;0;-192070;0
112;-190590;0;-198576.5;0;-190590;0
113;3400;0;-146016.5;0;3400;0
114;3450;0;-88099.5;0;3450;0
115;-197730;0;-201689.5;0;-197730;0
116;1350;0;-188327.5;0;1350;0
117;1030;0;-188425.5;0;1030;0
118;3110;0;-168541;0;3110;0
119;-196740;0;-199774;0;-196740;0
120;1790;0;-189410;0;1790;0
121;-194640;0;-197647;0;-194640;0
122;-210;0;-182090.5;0;-210;0
123;-196570;0;-198027;0;-196570;0
124;2040;0;-167992;0;2040;0
125;-197350;0;-200107.5;0;-197350;0
126;-194470;0;-199587;0;-194470;0
127;-195380;0;-203760.5;0;-195380;0
128;1710;0;-179737.5;0;1710;0
129;-195290;0;-201408.5;0;-195290;0
130;-196980;0;-200921;0;-196980;0
