Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,197,9789,0,9,247368,0,197,9789,0
1,231,9895,0,21,00316,0,231,9895,0
2,244,9895,0,39,54737,0,244,9895,0
3,364,1474,0,90,52999,0,364,1474,0
4,364,1474,0,54,34473,0,364,1474,0
5,462,0947,0,162,4611,0,462,0947,0
6,462,0947,0,154,1158,0,462,0947,0
7,462,0947,0,188,9658,0,462,0947,0
8,462,0947,0,180,9374,0,462,0947,0
9,462,0947,0,197,7474,0,462,0947,0
10,462,0947,0,197,7474,0,462,0947,0

