Generation; PopBestRed; PopBestBlue; PopAvgRed; PopAvgBlue; BestOverallRed; BestOverallBlue
0; -3750; 0; -7840; 0; -3750; 0
1; 200650; 0; 8117,5; 0; 200650; 0
2; -3350; 0; -8152,5; 0; -3350; 0
3; -2950; 0; -5720; 0; -2950; 0
4; -4300; 0; -4427,5; 0; -4300; 0
5; -3350; 0; -3922,5; 0; -3350; 0
6; -2850; 0; -10902,5; 0; -2850; 0
7; -3300; 0; -9355; 0; -3300; 0
8; -4250; 0; -5097,5; 0; -4250; 0
9; -4450; 0; -9205; 0; -4450; 0
10; -4050; 0; -12585; 0; -4050; 0
11; -2400; 0; -8595; 0; -2400; 0
12; -2450; 0; -4015; 0; -2450; 0
13; -3850; 0; -8265; 0; -3850; 0
14; -3050; 0; -3122,5; 0; -3050; 0
15; -3650; 0; -4672,5; 0; -3650; 0
16; -3450; 0; -3525; 0; -3450; 0
17; -4200; 0; -4317,5; 0; -4200; 0
18; -2400; 0; -3365; 0; -2400; 0
19; -3200; 0; -12615; 0; -3200; 0
20; -2350; 0; -8047,5; 0; -2350; 0
21; -3300; 0; -3460; 0; -3300; 0
22; -4250; 0; -4560; 0; -4250; 0
23; -4300; 0; -12825; 0; -4300; 0
24; -4250; 0; -4957,5; 0; -4250; 0
25; -4450; 0; -9915; 0; -4450; 0
26; -4850; 0; -4997,5; 0; -4850; 0
27; -4150; 0; -4307,5; 0; -4150; 0
28; -5500; 0; -6547,5; 0; -5500; 0
29; -5450; 0; -6010; 0; -5450; 0
30; -5300; 0; -5382,5; 0; -5300; 0
31; -3350; 0; -3440; 0; -3350; 0
32; -3650; 0; -11222,5; 0; -3650; 0
33; -3200; 0; -8177,5; 0; -3200; 0
34; -2000; 0; -2972,5; 0; -2000; 0
35; -3850; 0; -4045; 0; -3850; 0
36; -5200; 0; -5417,5; 0; -5200; 0
37; -12250; 0; -12315; 0; -12250; 0
38; -3250; 0; -3357,5; 0; -3250; 0
39; -4500; 0; -4855; 0; -4500; 0
40; -13100; 0; -13297,5; 0; -13100; 0
41; -1450; 0; -2825; 0; -1450; 0
42; -4600; 0; -4912,5; 0; -4600; 0
43; -13000; 0; -13057,5; 0; -13000; 0
44; -2500; 0; -2765; 0; -2500; 0
45; -3200; 0; -3312,5; 0; -3200; 0
46; -12150; 0; -12260; 0; -12150; 0
47; -3250; 0; -3365; 0; -3250; 0
48; -12750; 0; -12917,5; 0; -12750; 0
49; -12950; 0; -13107,5; 0; -12950; 0
50; -1900; 0; -2010; 0; -1900; 0
51; -1950; 0; -2057,5; 0; -1950; 0
52; -12400; 0; -12420; 0; -12400; 0
53; -2150; 0; -2680; 0; -2150; 0
54; -3150; 0; -3357,5; 0; -3150; 0
55; -5200; 0; -5252,5; 0; -5200; 0
56; -13800; 0; -13895; 0; -13800; 0
57; -13850; 0; -13990; 0; -13850; 0
58; -12650; 0; -12690; 0; -12650; 0
59; -4450; 0; -4742,5; 0; -4450; 0
60; -3150; 0; -3315; 0; -3150; 0
61; -2700; 0; -2902,5; 0; -2700; 0
62; -3750; 0; -4040; 0; -3750; 0
63; -3500; 0; -3715; 0; -3500; 0
64; -2600; 0; -2782,5; 0; -2600; 0
65; -3300; 0; -3477,5; 0; -3300; 0
66; -2900; 0; -3030; 0; -2900; 0
67; -3200; 0; -4760; 0; -3200; 0
68; -2850; 0; -2955; 0; -2850; 0
69; -13600; 0; -13755; 0; -13600; 0
70; -3350; 0; -3402,5; 0; -3350; 0
71; -3500; 0; -3672,5; 0; -3500; 0
72; -13950; 0; -14237,5; 0; -13950; 0
73; -12300; 0; -12350; 0; -12300; 0
74; -12450; 0; -12600; 0; -12450; 0
75; -4200; 0; -4320; 0; -4200; 0
