Generation; PopBestRed; PopBestBlue; PopAvgRed; PopAvgBlue; BestOverallRed; BestOverallBlue
0; -26,43543; 0; -31,50583; 0; -26,43543; 0
1; -27,41355; 0; -28,89402; 0; -27,41355; 0
2; -27,49922; 0; -28,79588; 0; -27,49922; 0
3; -23,44461; 0; -27,81942; 0; -23,44461; 0
4; 1,14914; 0; -33,24322; 0; 1,14914; 0
5; 5,20542; 0; -32,92678; 0; 5,20542; 0
6; 49,50787; 0; -13,55902; 0; 49,50787; 0
7; -26,35394; 0; -34,61362; 0; -26,35394; 0
8; -28,35685; 0; -30,62201; 0; -28,35685; 0
9; -33,40042; 0; -35,07301; 0; -33,40042; 0
10; -33,22699; 0; -35,01342; 0; -33,22699; 0
11; -42,43856; 0; -44,03248; 0; -42,43856; 0
12; -0,05680037; 0; -31,64752; 0; -0,05680037; 0
13; 1,9432; 0; -20,02541; 0; 1,9432; 0
14; 1,015946; 0; -25,08446; 0; 1,015946; 0
15; -32,36165; 0; -34,89105; 0; -32,36165; 0
16; -27,35935; 0; -29,46199; 0; -27,35935; 0
17; -22,49859; 0; -24,13521; 0; -22,49859; 0
18; 0,7847837; 0; -30,95497; 0; 0,7847837; 0
19; 189,8741; 0; -15,34348; 0; 189,8741; 0
20; -22,5161; 0; -26,79106; 0; -22,5161; 0
21; 0,343408; 0; -27,35278; 0; 0,343408; 0
22; -31,49547; 0; -34,70472; 0; -31,49547; 0
23; -32,27494; 0; -33,93139; 0; -32,27494; 0
24; -23,26555; 0; -24,37102; 0; -23,26555; 0
25; -32,49297; 0; -33,87358; 0; -32,49297; 0
26; -35,24846; 0; -38,49622; 0; -35,24846; 0
27; -37,39062; 0; -40,45657; 0; -37,39062; 0
28; -22,53507; 0; -23,92054; 0; -22,53507; 0
29; -27,54883; 0; -29,01596; 0; -27,54883; 0
30; -27,53236; 0; -28,63924; 0; -27,53236; 0
31; -22,54257; 0; -23,86016; 0; -22,54257; 0
32; -22,57509; 0; -23,6894; 0; -22,57509; 0
33; -32,42293; 0; -33,05011; 0; -32,42293; 0
34; -32,45774; 0; -33,84697; 0; -32,45774; 0
35; -37,43981; 0; -38,49326; 0; -37,43981; 0
36; -27,38374; 0; -28,63526; 0; -27,38374; 0
37; -26,37457; 0; -28,39705; 0; -26,37457; 0
38; -27,47983; 0; -28,80706; 0; -27,47983; 0
39; -22,54028; 0; -26,10313; 0; -22,54028; 0
40; -22,57301; 0; -23,73159; 0; -22,57301; 0
41; -27,39875; 0; -28,5839; 0; -27,39875; 0
42; -22,53966; 0; -23,69831; 0; -22,53966; 0
43; -22,50464; 0; -25,27367; 0; -22,50464; 0
44; -29,42272; 0; -30,31339; 0; -29,42272; 0
45; -37,39396; 0; -38,38508; 0; -37,39396; 0
46; -26,29807; 0; -28,39396; 0; -26,29807; 0
47; -37,39375; 0; -38,29183; 0; -37,39375; 0
48; -30,40042; 0; -32,86449; 0; -30,40042; 0
49; -22,2864; 0; -23,85014; 0; -22,2864; 0
50; -14,42147; 0; -22,11417; 0; -14,42147; 0
51; -16,4296; 0; -22,93687; 0; -16,4296; 0
52; -21,40438; 0; -32,93243; 0; -21,40438; 0
53; -32,2322; 0; -34,91153; 0; -32,2322; 0
54; -17,34726; 0; -26,71539; 0; -17,34726; 0
55; -21,25972; 0; -26,62199; 0; -21,25972; 0
56; -40,23137; 0; -40,28435; 0; -40,23137; 0
57; -19,49463; 0; -22,7445; 0; -19,49463; 0
58; -20,48588; 0; -23,49789; 0; -20,48588; 0
59; -36,20406; 0; -38,91591; 0; -36,20406; 0
60; -23,3531; 0; -23,83219; 0; -23,3531; 0
61; -35,22282; 0; -35,25469; 0; -35,22282; 0
62; -36,21282; 0; -39,61951; 0; -36,21282; 0
63; -28,41793; 0; -33,11234; 0; -28,41793; 0
64; -34,22616; 0; -39,97475; 0; -34,22616; 0
65; -21,31704; 0; -33,72868; 0; -21,31704; 0
66; -19,42418; 0; -26,14153; 0; -19,42418; 0
67; -27,30849; 0; -29,16378; 0; -27,30849; 0
68; -24,247; 0; -32,64234; 0; -24,247; 0
69; -25,31683; 0; -36,5035; 0; -25,31683; 0
70; -27,25305; 0; -39,80657; 0; -27,25305; 0
71; -38,23262; 0; -40,11533; 0; -38,23262; 0
72; -24,43252; 0; -28,64729; 0; -24,43252; 0
73; -32,27285; 0; -34,82276; 0; -32,27285; 0
74; -22,35018; 0; -23,44233; 0; -22,35018; 0
75; -20,4198; 0; -24,97434; 0; -20,4198; 0
76; -22,2222; 0; -31,93487; 0; -22,2222; 0
77; -32,26076; 0; -38,60596; 0; -32,26076; 0
78; -27,40188; 0; -31,96302; 0; -27,40188; 0
79; -25,25555; 0; -36,38237; 0; -25,25555; 0
80; -30,395; 0; -33,33505; 0; -30,395; 0
81; -18,44086; 0; -22,97098; 0; -18,44086; 0
82; -16,42439; 0; -22,43131; 0; -16,42439; 0
83; -15,26514; 0; -22,39955; 0; -15,26514; 0
84; -20,51235; 0; -23,30639; 0; -20,51235; 0
85; -20,2987; 0; -23,93993; 0; -20,2987; 0
86; -34,22866; 0; -38,26131; 0; -34,22866; 0
87; -25,24534; 0; -30,6392; 0; -25,24534; 0
88; -22,44315; 0; -23,43379; 0; -22,44315; 0
89; -11,45878; 0; -26,98339; 0; -11,45878; 0
90; -21,33351; 0; -27,6149; 0; -21,33351; 0
91; -19,25451; 0; -27,81314; 0; -19,25451; 0
92; -14,33038; 0; -22,82315; 0; -14,33038; 0
93; 23,76592; 0; -25,57006; 0; 23,76592; 0
94; -34,31767; 0; -39,16924; 0; -34,31767; 0
95; -24,32725; 0; -28,30667; 0; -24,32725; 0
96; -24,39937; 0; -28,2042; 0; -24,39937; 0
97; -28,29078; 0; -37,53716; 0; -28,29078; 0
98; -27,23137; 0; -34,04741; 0; -27,23137; 0
99; -20,4815; 0; -22,94311; 0; -20,4815; 0
100; -20,4815; 0; -22,94311; 0; -20,4815; 0

