Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0.3140.0.1278,5.0.3140.0
1.3130.0.1637,5.0.3130.0
2.3140.0.1905,5.0.3140.0
3.3140.0.1255,5.0.3140.0
4.2780.0.913,5.0.2780.0
5.3140.0.1347,5.0.3140.0
6.3140.0.888,5.0.3140.0
7.3140.0.416.0.3140.0
8.3130.0.1359,5.0.3130.0
9.3160.0.1837.0.3160.0
10.3160.0.1544,5.0.3160.0
11.3160.0.648.0.3160.0
12.3160.0.251,5.0.3160.0
13.3160.0.953,5.0.3160.0
14.3160.0.636.0.3160.0
15.3160.0.1230.0.3160.0
16.3160.0.1214,5.0.3160.0
17.3100.0.1435.0.3100.0
18.3160.0.-141,5.0.3160.0
19.3160.0.762,5.0.3160.0
20.3160.0.1045.0.3160.0
21.3160.0.1131,5.0.3160.0
22.3160.0.1355.0.3160.0
23.3160.0.1597.0.3160.0
24.3160.0.1371.0.3160.0
25.3160.0.1295,5.0.3160.0
26.3160.0.1273.0.3160.0
27.3160.0.1088.0.3160.0
28.3270.0.840,5.0.3270.0
29.3270.0.1323.0.3270.0
30.3300.0.1379.0.3300.0
31.3270.0.708,5.0.3270.0
32.3270.0.582.0.3270.0
33.3270.0.1032,5.0.3270.0
34.3270.0.721,5.0.3270.0
35.3270.0.926,5.0.3270.0
36.3270.0.1264,5.0.3270.0
37.3270.0.1323.0.3270.0
38.3270.0.704,5.0.3270.0
39.3270.0.1214.0.3270.0
40.3500.0.1356.0.3500.0
41.3390.0.728.0.3390.0
42.3610.0.1126,5.0.3610.0
43.3610.0.783.0.3610.0
44.3510.0.1126,5.0.3510.0
45.3530.0.1177.0.3530.0
46.3510.0.1369,5.0.3510.0
47.3640.0.1209.0.3640.0
48.3510.0.1927.0.3510.0
49.3510.0.1647,5.0.3510.0
50.3530.0.823,5.0.3530.0
51.3500.0.776,5.0.3500.0
52.2740.0.609,5.0.2740.0
53.3740.0.1276,5.0.3740.0
54.3640.0.828,5.0.3640.0
55.3510.0.1773.0.3510.0
56.3510.0.1347.0.3510.0
57.3510.0.788.0.3510.0
58.3640.0.1003,5.0.3640.0
59.3510.0.1348,5.0.3510.0
60.3510.0.1434,5.0.3510.0
61.3510.0.752,5.0.3510.0
62.3510.0.1249,5.0.3510.0
63.3540.0.836,5.0.3540.0
64.3510.0.1725.0.3510.0
65.3510.0.1711.0.3510.0
66.3510.0.993.0.3510.0
67.3530.0.1107,5.0.3530.0
68.2470.0.980.0.2470.0
69.3510.0.1315.0.3510.0
70.3490.0.1171,5.0.3490.0
71.3510.0.836.0.3510.0
72.3740.0.890.0.3740.0
73.3510.0.900.0.3510.0
74.3510.0.940.0.3510.0
75.3510.0.1460,5.0.3510.0
76.3510.0.1457.0.3510.0
77.3510.0.1082.0.3510.0
78.3510.0.1105,5.0.3510.0
79.3510.0.833.0.3510.0
80.3490.0.1532,5.0.3490.0
81.3740.0.1107.0.3740.0
82.3510.0.1724,5.0.3510.0
83.3520.0.1577,5.0.3520.0
84.3520.0.1633.0.3520.0
85.3520.0.468.0.3520.0
86.3520.0.1406.0.3520.0
87.3520.0.936,5.0.3520.0
88.3460.0.1426.0.3460.0
89.3460.0.1046,5.0.3460.0
90.3520.0.1059.0.3520.0
91.3520.0.1114.0.3520.0
92.3520.0.935.0.3520.0
93.3700.0.1509.0.3700.0
94.3540.0.986.0.3540.0
95.3520.0.884.0.3520.0
96.3520.0.527,5.0.3520.0
97.3520.0.924,5.0.3520.0
98.3670.0.1610,5.0.3670.0
99.3510.0.919,5.0.3510.0
100.3510.0.919,5.0.3510.0

