Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,197,9789,0,9,249473,0,197,9789,0
1,197,9789,0,9,385789,0,197,9789,0
2,236,3368,0,23,21632,0,236,3368,0
3,237,3368,0,62,94947,0,237,3368,0
4,341,0421,0,130,8863,0,341,0421,0
5,445,0842,0,182,2115,0,445,0842,0
6,483,1158,0,196,429,0,483,1158,0
7,488,1158,0,194,4426,0,488,1158,0
8,484,1158,0,186,8747,0,484,1158,0
9,489,0947,0,267,5079,0,489,0947,0
10,489,0947,0,267,5079,0,489,0947,0

